Abbreviation	Description	Reaction	GPR	Genes	Proteins	Subsystem	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC Number	Notes	References
r_3199	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cell envelope	s_3415[o] + C00001[o]  <=> s_3339[o] + C00009[o] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3200	PI 4,5-P2 phosphatase (1-16:0, 2-16:1), cytoplasm	C00001[c] + s_3496[c]  <=> C00009[c] + s_3576[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3201	PI 4,5-P2 phosphatase (1-16:1, 2-16:1), cytoplasm	C00001[c] + s_3499[c]  <=> C00009[c] + s_3577[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3202	PI 4,5-P2 phosphatase (1-18:0, 2-16:1), cytoplasm	C00001[c] + s_3501[c]  <=> C00009[c] + s_3578[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3203	PI 4,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm	C00001[c] + s_3503[c]  <=> C00009[c] + s_3579[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3204	PI 4,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm	C00001[c] + s_3505[c]  <=> C00009[c] + s_3580[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3205	PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm	C00001[c] + s_3507[c]  <=> C00009[c] + s_3581[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3206	PI 4,5-P2 phosphatase (1-18:0, 2-18:1), cytoplasm	C00001[c] + s_3509[c]  <=> C00009[c] + s_3582[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3207	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), cytoplasm	C00001[c] + s_3511[c]  <=> C00009[c] + s_3583[c] 	(YNL106C OR YOR109W OR YIL002C)	YIL002C YNL106C YOR109W			1	0	1000	0				
r_3208	PI 4,5-P2 phosphatase (1-16:0, 2-16:1), ER membrane	C00001[k] + s_3608[k]  <=> C00009[k] + s_3584[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3209	PI 4,5-P2 phosphatase (1-16:1, 2-16:1), ER membrane	C00001[k] + s_3609[k]  <=> C00009[k] + s_3585[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3210	PI 4,5-P2 phosphatase (1-18:0, 2-16:1), ER membrane	C00001[k] + s_3610[k]  <=> C00009[k] + s_3586[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3211	PI 4,5-P2 phosphatase (1-18:1, 2-16:1), ER membrane	C00001[k] + s_3611[k]  <=> C00009[k] + s_3587[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3212	PI 4,5-P2 phosphatase (1-16:0, 2-18:1), ER membrane	C00001[k] + s_3612[k]  <=> C00009[k] + s_3588[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3213	PI 4,5-P2 phosphatase (1-16:1, 2-18:1), ER membrane	C00001[k] + s_3613[k]  <=> C00009[k] + s_3589[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3214	PI 4,5-P2 phosphatase (1-18:0, 2-18:1), ER membrane	C00001[k] + s_3614[k]  <=> C00009[k] + s_3590[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3215	PI 4,5-P2 phosphatase (1-18:1, 2-18:1), ER membrane	C00001[k] + s_3615[k]  <=> C00009[k] + s_3591[k] 	YOL065C	YOL065C			1	0	1000	0				
r_3216	PI 3,5-P2 phosphatase (1-16:0, 2-16:1), vacuolar membrane	C00001[z] + s_3416[z]  <=> C00009[z] + s_3392[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3217	PI 3,5-P2 phosphatase (1-16:1, 2-16:1), vacuolar membrane	C00001[z] + s_3417[z]  <=> C00009[z] + s_3393[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3218	PI 3,5-P2 phosphatase (1-18:0, 2-16:1), vacuolar membrane	C00001[z] + s_3418[z]  <=> C00009[z] + s_3394[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3219	PI 3,5-P2 phosphatase (1-18:1, 2-16:1), vacuolar membrane	C00001[z] + s_3419[z]  <=> C00009[z] + s_3395[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3220	PI 3,5-P2 phosphatase (1-16:0, 2-18:1), vacuolar membrane	C00001[z] + s_3420[z]  <=> C00009[z] + s_3396[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3221	PI 3,5-P2 phosphatase (1-16:1, 2-18:1), vacuolar membrane	C00001[z] + s_3421[z]  <=> C00009[z] + s_3397[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3222	PI 3,5-P2 phosphatase (1-18:0, 2-18:1), vacuolar membrane	C00001[z] + s_3422[z]  <=> C00009[z] + s_3398[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3223	PI 3,5-P2 phosphatase (1-18:1, 2-18:1), vacuolar membrane	C00001[z] + s_3423[z]  <=> C00009[z] + s_3399[z] 	(YNL325C AND YLR386W)	YLR386W YNL325C			1	0	1000	0				
r_3224	DGPP phosphatase (1-16:0, 2-16:1), vacuolar membrane	C00001[z] + s_3616[z]  <=> s_2975[z] + C00009[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3225	DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane	C00001[z] + s_3617[z]  <=> C00009[z] + s_2981[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3226	DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane	C00001[z] + s_3618[z]  <=> C00009[z] + s_2985[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3227	DGPP phosphatase (1-18:1, 2-16:1), vacuolar membrane	C00001[z] + s_3619[z]  <=> C00009[z] + s_2989[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3228	DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane	C00001[z] + s_3620[z]  <=> C00009[z] + s_2979[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3229	DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane	C00001[z] + s_3621[z]  <=> C00009[z] + s_2983[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3230	DGPP phosphatase (1-18:0, 2-18:1), vacuolar membrane	C00001[z] + s_3622[z]  <=> C00009[z] + s_2987[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3231	DGPP phosphatase (1-18:1, 2-18:1), vacuolar membrane	C00001[z] + s_3623[z]  <=> C00009[z] + s_2991[z] + C00080[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3232	DGPP phosphatase (1-16:0, 2-16:1), Golgi membrane	C00001[h] + s_3624[h]  <=> s_2993[h] + C00009[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3233	DGPP phosphatase (1-16:1, 2-16:1), Golgi membrane	C00001[h] + s_3625[h]  <=> C00009[h] + s_2999[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3234	DGPP phosphatase (1-18:0, 2-16:1), Golgi membrane	C00001[h] + s_3626[h]  <=> C00009[h] + s_3003[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3235	DGPP phosphatase (1-18:1, 2-16:1), Golgi membrane	C00001[h] + s_3627[h]  <=> C00009[h] + s_3007[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3236	DGPP phosphatase (1-16:0, 2-18:1), Golgi membrane	C00001[h] + s_3628[h]  <=> C00009[h] + s_2997[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3237	DGPP phosphatase (1-16:1, 2-18:1), Golgi membrane	C00001[h] + s_3629[h]  <=> C00009[h] + s_3001[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3238	DGPP phosphatase (1-18:0, 2-18:1), Golgi membrane	C00001[h] + s_3630[h]  <=> C00009[h] + s_3005[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3239	DGPP phosphatase (1-18:1, 2-18:1), Golgi membrane	C00001[h] + s_3631[h]  <=> C00009[h] + s_3009[h] + C00080[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3240	lysoPA phosphatase (16:0), cytoplasm	C00001[c] + s_3632[c]  <=> C00009[c] + s_3633[c] 	YER037W	YER037W			1	0	1000	0				
r_3241	lysoPA phosphatase (16:1), cytoplasm	C00001[c] + s_3634[c]  <=> C00009[c] + s_3635[c] 	YER037W	YER037W			1	0	1000	0				
r_3242	lysoPA phosphatase (18:0), cytoplasm	C00001[c] + s_3636[c]  <=> C00009[c] + s_3637[c] 	YER037W	YER037W			1	0	1000	0				
r_3243	lysoPA phosphatase (18:1), cytoplasm	C00001[c] + s_3638[c]  <=> C00009[c] + s_3639[c] 	YER037W	YER037W			1	0	1000	0				
r_3244	lysoPA phosphatase (16:0), vacuolar membrane	C00001[z] + s_3640[z]  <=> C00009[z] + s_3641[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3245	lysoPA phosphatase (16:1), vacuolar membrane	C00001[z] + s_3642[z]  <=> C00009[z] + s_3643[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3246	lysoPA phosphatase (18:0), vacuolar membrane	C00001[z] + s_3644[z]  <=> C00009[z] + s_3645[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3247	lysoPA phosphatase (18:1), vacuolar membrane	C00001[z] + s_3646[z]  <=> C00009[z] + s_3647[z] 	YDR284C	YDR284C			1	0	1000	0				
r_3248	lysoPA phosphatase (16:0), Golgi membrane	C00001[h] + s_3648[h]  <=> C00009[h] + s_3649[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3249	lysoPA phosphatase (16:1), Golgi membrane	C00001[h] + s_3650[h]  <=> C00009[h] + s_3651[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3250	lysoPA phosphatase (18:0), Golgi membrane	C00001[h] + s_3652[h]  <=> C00009[h] + s_3653[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3251	lysoPA phosphatase (18:1), Golgi membrane	C00001[h] + s_3654[h]  <=> C00009[h] + s_3655[h] 	YDR503C	YDR503C			1	0	1000	0				
r_3252	ergosteryl ester hydrolase (16:1), lipid particle	s_3656[l] + C00001[l]  <=> C01694[l] + C00080[l] + C08362[l] 	(YKL140W OR YLL012W)	YKL140W YLL012W			1	0	1000	0				
r_3253	ergosteryl ester hydrolase (18:1), lipid particle	C00001[l] + s_3658[l]  <=> C01694[l] + C00080[l] + C00712[l] 	(YKL140W OR YLL012W)	YKL140W YLL012W			1	0	1000	0				
r_3254	episteryl ester hydrolase (16:1), lipid particle	C00001[l] + s_3659[l]  <=> C00080[l] + C08362[l] + C15777[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3255	episteryl ester hydrolase (18:1), lipid particle	C00001[l] + s_3661[l]  <=> C00080[l] + C00712[l] + C15777[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3256	fecosteryl ester hydrolase (16:1), lipid particle	C00001[l] + s_3662[l]  <=> C04525[l] + C00080[l] + C08362[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3257	fecosteryl ester hydrolase (18:1), lipid particle	C00001[l] + s_3663[l]  <=> C04525[l] + C00080[l] + C00712[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3258	lanosteryl ester hydrolase (16:1), lipid particle	C00001[l] + s_3664[l]  <=> C00080[l] + C08362[l] + C01724[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3259	lanosteryl ester hydrolase (18:1), lipid particle	C00001[l] + s_3666[l]  <=> C00080[l] + C00712[l] + C01724[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3260	zymosteryl ester hydrolase (16:1), lipid particle	C00001[l] + s_3667[l]  <=> C00080[l] + C05437[l] + C08362[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3261	zymosteryl ester hydrolase (18:1), lipid particle	C00001[l] + s_3668[l]  <=> C00080[l] + C05437[l] + C00712[l] 	YLL012W	YLL012W			1	0	1000	0				
r_3262	zymosteryl ester hydrolase (16:1), cell envelope	C00001[o] + s_3669[o]  <=> C00080[o] + C05437[o] + C08362[o] 	YLR020C	YLR020C			1	0	1000	0				
r_3263	zymosteryl ester hydrolase (18:1), cell envelope	C00001[o] + s_3670[o]  <=> C00080[o] + C05437[o] + C00712[o] 	YLR020C	YLR020C			1	0	1000	0				
r_3264	TAG lipase (1-16:0, 2-16:1, 3-16:0), lipid particle	s_3044[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3043[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3265	TAG lipase (1-16:0, 2-16:1, 3-16:1), lipid particle	s_3059[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3043[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3266	TAG lipase (1-16:0, 2-16:1, 3-18:0), lipid particle	s_3067[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3043[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3267	TAG lipase (1-16:0, 2-16:1, 3-18:1), lipid particle	s_3075[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3043[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3268	TAG lipase (1-16:1, 2-16:1, 3-16:0), lipid particle	s_3048[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3047[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3269	TAG lipase (1-16:1, 2-16:1, 3-16:1), lipid particle	s_3061[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3047[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3270	TAG lipase (1-16:1, 2-16:1, 3-18:0), lipid particle	s_3069[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3047[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3271	TAG lipase (1-16:1, 2-16:1, 3-18:1), lipid particle	s_3077[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3047[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3272	TAG lipase (1-18:0, 2-16:1, 3-16:0), lipid particle	s_3052[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3051[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3273	TAG lipase (1-18:0, 2-16:1, 3-16:1), lipid particle	s_3063[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3051[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3274	TAG lipase (1-18:0, 2-16:1, 3-18:0), lipid particle	s_3071[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3051[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3275	TAG lipase (1-18:0, 2-16:1, 3-18:1), lipid particle	s_3079[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3051[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3276	TAG lipase (1-18:1, 2-16:1, 3-16:0), lipid particle	s_3056[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3055[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3277	TAG lipase (1-18:1, 2-16:1, 3-16:1), lipid particle	s_3065[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3055[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3278	TAG lipase (1-18:1, 2-16:1, 3-18:0), lipid particle	s_3073[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3055[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3279	TAG lipase (1-18:1, 2-16:1, 3-18:1), lipid particle	s_3081[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3055[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3280	TAG lipase (1-16:0, 2-18:1, 3-16:0), lipid particle	s_3046[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3045[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3281	TAG lipase (1-16:0, 2-18:1, 3-16:1), lipid particle	s_3060[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3045[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3282	TAG lipase (1-16:0, 2-18:1, 3-18:0), lipid particle	s_3068[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3045[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3283	TAG lipase (1-16:0, 2-18:1, 3-18:1), lipid particle	s_3076[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3045[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3284	TAG lipase (1-16:1, 2-18:1, 3-16:0), lipid particle	s_3050[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3049[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3285	TAG lipase (1-16:1, 2-18:1, 3-16:1), lipid particle	s_3062[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3049[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3286	TAG lipase (1-16:1, 2-18:1, 3-18:0), lipid particle	s_3070[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3049[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3287	TAG lipase (1-16:1, 2-18:1, 3-18:1), lipid particle	s_3078[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3049[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3288	TAG lipase (1-18:0, 2-18:1, 3-16:0), lipid particle	s_3054[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3053[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3289	TAG lipase (1-18:0, 2-18:1, 3-16:1), lipid particle	s_3064[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3053[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3290	TAG lipase (1-18:0, 2-18:1, 3-18:0), lipid particle	s_3072[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3053[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3291	TAG lipase (1-18:0, 2-18:1, 3-18:1), lipid particle	s_3080[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3053[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3292	TAG lipase (1-18:1, 2-18:1, 3-16:0), lipid particle	s_3058[l] + C00001[l]  <=> C00080[l] + C00249[l] + s_3057[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3293	TAG lipase (1-18:1, 2-18:1, 3-16:1), lipid particle	s_3066[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3057[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3294	TAG lipase (1-18:1, 2-18:1, 3-18:0), lipid particle	s_3074[l] + C00001[l]  <=> C00080[l] + C01530[l] + s_3057[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3295	TAG lipase (1-18:1, 2-18:1, 3-18:1), lipid particle	s_3082[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3057[l] 	(YMR313C OR YKR089C OR YOR081C OR YBR204C)	YBR204C YKR089C YMR313C YOR081C			1	0	1000	0				
r_3296	DAG lipase (1-16:0, 2-16:1), lipid particle	s_3043[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3671[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3297	DAG lipase (1-16:1, 2-16:1), lipid particle	s_3047[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3672[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3298	DAG lipase (1-18:0, 2-16:1), lipid particle	s_3051[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3673[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3299	DAG lipase (1-18:1, 2-16:1), lipid particle	s_3055[l] + C00001[l]  <=> C00080[l] + C08362[l] + s_3674[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3300	DAG lipase (1-16:0, 2-18:1), lipid particle	s_3045[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3671[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3301	DAG lipase (1-16:1, 2-18:1), lipid particle	s_3049[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3672[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3302	DAG lipase (1-18:0, 2-18:1), lipid particle	s_3053[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3673[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3303	DAG lipase (1-18:1, 2-18:1), lipid particle	s_3057[l] + C00001[l]  <=> C00080[l] + C00712[l] + s_3674[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3304	DAG lipase (1-16:0, 2-18:1), mitochondrion	C00001[m] + s_3675[m]  <=> C00080[m] + s_3676[m] + C00712[m] 	YDR058C	YDR058C			1	0	1000	0				
r_3305	DAG lipase (1-16:1, 2-18:1), mitochondrion	C00001[m] + s_3678[m]  <=> C00080[m] + C00712[m] + s_3679[m] 	YDR058C	YDR058C			1	0	1000	0				
r_3306	DAG lipase (1-18:0, 2-18:1), mitochondrion	C00001[m] + s_3680[m]  <=> C00080[m] + C00712[m] + s_3681[m] 	YDR058C	YDR058C			1	0	1000	0				
r_3307	DAG lipase (1-18:1, 2-18:1), mitochondrion	C00001[m] + s_3682[m]  <=> C00080[m] + C00712[m] + s_3683[m] 	YDR058C	YDR058C			1	0	1000	0				
r_3308	MAG lipase (1-16:0), lipid particle	C00001[l] + s_3671[l]  <=> C00080[l] + C00249[l] + C00116[l] 	YKL094W	YKL094W			1	0	1000	0				
r_3309	MAG lipase (1-16:1), lipid particle	C00001[l] + s_3672[l]  <=> C00080[l] + C08362[l] + C00116[l] 	YKL094W	YKL094W			1	0	1000	0				
r_3310	MAG lipase (1-18:0), lipid particle	C00001[l] + s_3673[l]  <=> C00080[l] + C01530[l] + C00116[l] 	YKL094W	YKL094W			1	0	1000	0				
r_3311	MAG lipase (1-18:1), lipid particle	C00001[l] + s_3674[l]  <=> C00080[l] + C00712[l] + C00116[l] 	YKL094W	YKL094W			1	0	1000	0				
r_3312	lysoPE (1-16:0) oleoyl-CoA acyltransferase, lipid particle	C00510[l] + s_3685[l]  <=> C00010[l] + s_3686[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3313	lysoPE (1-16:1) oleoyl-CoA acyltransferase, lipid particle	C00510[l] + s_3687[l]  <=> C00010[l] + s_3688[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3314	lysoPE (1-18:0) oleoyl-CoA acyltransferase, lipid particle	C00510[l] + s_3689[l]  <=> C00010[l] + s_3690[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3315	lysoPE (1-18:1) oleoyl-CoA acyltransferase, lipid particle	C00510[l] + s_3691[l]  <=> C00010[l] + s_3692[l] 	YMR313C	YMR313C			1	0	1000	0				
r_3316	PC phospholipase A2 (1-16:0, 2-16:1), lipid particle	C00001[l] + s_3693[l]  <=> C00080[l] + C08362[l] + s_3694[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3317	PC phospholipase A2 (1-16:1, 2-16:1), lipid particle	C00001[l] + s_3695[l]  <=> C00080[l] + C08362[l] + s_3696[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3318	PC phospholipase A2 (1-18:0, 2-16:1), lipid particle	C00001[l] + s_3697[l]  <=> C00080[l] + C08362[l] + s_3698[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3319	PC phospholipase A2 (1-18:1, 2-16:1), lipid particle	C00001[l] + s_3699[l]  <=> C00080[l] + C08362[l] + s_3700[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3320	PC phospholipase A2 (1-16:0, 2-18:1), lipid particle	C00001[l] + s_3701[l]  <=> C00080[l] + C00712[l] + s_3694[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3321	PC phospholipase A2 (1-16:1, 2-18:1), lipid particle	C00001[l] + s_3702[l]  <=> C00080[l] + C00712[l] + s_3696[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3322	PC phospholipase A2 (1-18:0, 2-18:1), lipid particle	C00001[l] + s_3703[l]  <=> C00080[l] + C00712[l] + s_3698[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3323	PC phospholipase A2 (1-18:1, 2-18:1), lipid particle	C00001[l] + s_3704[l]  <=> C00080[l] + C00712[l] + s_3700[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3324	PE phospholipase A2 (1-16:0, 2-16:1), lipid particle	C00001[l] + s_3705[l]  <=> C00080[l] + C08362[l] + s_3685[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3325	PE phospholipase A2 (1-16:1, 2-16:1), lipid particle	C00001[l] + s_3706[l]  <=> C00080[l] + C08362[l] + s_3687[l] 	YKR089C	YKR089C			1	0	1000	0				
r_3326	PE phospholipase A2 (1-18:0, 2-16:1), lipid particle	C00001[l] + s_3707[l]  <=> C00080[l] + C08362[l] + s_3689[l] 	YKR089C	YKR089C			1	0	1000	0				
