orgId	locusId	sysName	geneName	desc	set1IT078 Glucose (C) (40mM)	set1IT079 Glucose (C) (40mM)	set1IT080 Glucose (C) (20mM)	set1IT081 Glucose (C) (20mM)	set1IT082 4-Hydroxyvalerate (C) (40mM)	set1IT083 4-Hydroxyvalerate (C) (40mM)	set1IT084 Acetate Carbon Source (20mM)	set1IT085 Acetate Carbon Source (20mM)	set1IT086 Acetate Carbon Source (5mM)	set1IT087 Acetate Carbon Source (5mM)	set5IT075 D-Glucose (C)	set5IT076 D-Glucose (C)	set5IT081 Levulinic Acid (C)	set5IT082 Levulinic Acid (C)	set5IT083 Levulinic Acid (C)	set5IT084 Levulinic Acid (C)
Putida	PP_4749	PP_4749		Amino acid ABC transporter, permease protein	-0.165	0.043	-0.056	-0.124	-0.043	0.007	-0.301	-0.117	-0.064	-0.144	-0.193	0.029	0.008	0.384	0.163	-0.219
Putida	PP_4750	PP_4750		Amino acid ABC transporter, permease protein	0.000	-0.129	-0.095	0.065	0.107	0.367	-0.200	-0.035	0.210	-0.131	0.094	0.323	0.322	0.032	0.206	0.277
Putida	PP_4751	PP_4751		Amino acid ABC transporter, ATP-binding protein	0.064	-0.018	0.125	-0.026	-0.079	0.027	-0.204	0.014	-0.265	-0.035	-0.002	0.012	0.089	0.122	0.041	0.123
Putida	PP_4752	PP_4752		putative Xaa-Pro aminopeptidase	-0.040	0.053	-0.094	-0.131	0.126	-0.121	0.025	0.092	-0.169	0.224	0.097	0.185	0.001	0.159	0.139	0.002
Putida	PP_4753	PP_4753		putative N-methylproline demethylase	0.069	-0.213	0.059	0.126	0.249	0.179	0.082	0.073	0.194	0.179	0.073	-0.079	0.193	0.234	0.038	0.071
Putida	PP_4754	PP_4754		Transcriptional regulator, TetR family	-0.274	-0.168	-0.291	-0.119	-0.803	-0.547	-0.374	-0.369	-0.233	-0.305	-0.159	0.041	-0.453	-0.342	-0.376	-0.410
Putida	PP_4755	PP_4755		Outer membrane ferrichrome-iron receptor	0.116	0.043	0.033	-0.019	0.155	0.125	0.033	-0.039	0.044	-0.022	-0.042	0.035	0.007	0.057	-0.026	0.130
Putida	PP_4756	PP_4756		gamma-aminobutyrate permease	0.023	-0.142	-0.200	-0.087	0.143	0.003	-0.189	-0.055	-0.099	-0.135	0.070	-0.081	0.058	0.107	0.116	0.058
Putida	PP_4757	PP_4757		D-glucarate dehydratase / L-idarate epimerase	0.111	-0.239	0.027	0.248	0.071	-0.044	0.084	-0.079	-0.133	-0.106	-0.206	-0.109	-0.126	-0.098	-0.034	-0.135
Putida	PP_4758	PP_4758		Major facilitator family transporter	0.030	0.001	-0.000	-0.024	-0.029	0.125	0.029	-0.080	-0.005	0.121	-0.077	-0.157	-0.165	-0.063	0.033	-0.004
Putida	PP_4759	PP_4759		transcriptional regulator, GntR family	-0.157	0.303	-0.146	0.199	0.410	0.184	0.162	-0.172	-0.040	-0.179	-0.282	-0.045	0.032	-0.040	-0.118	0.071
Putida	PP_4760	PP_4760		Alcohol dehydrogenase, zinc-containing	-0.036	0.205	0.151	0.429	-0.130	-0.017	-0.321	0.296	0.045	0.062	0.169	0.320	-0.095	-0.223	-0.411	-0.003
Putida	PP_4762	PP_4762		Acyl-CoA thioesterase II	-0.282	-0.112	-0.077	-0.153	-5.128	-4.036	0.033	0.006	0.081	0.034	-0.038	-0.209	0.140	0.220	0.184	0.171
Putida	PP_4764	PP_4764		Histone deacetylase family protein	-0.133	-0.093	-0.136	0.007	0.028	0.116	-0.083	-0.126	-0.032	-0.185	-0.125	-0.012	-0.105	-0.009	0.172	-0.042
Putida	PP_4765	PP_4765		conserved protein of unknown function	-0.319	-0.119	-0.190	-0.140	-0.046	0.101	0.059	-0.210	-0.093	-0.066	-0.023	0.077	0.261	0.147	0.214	0.293
Putida	PP_4766	PP_4766		ATP-dependent RNA helicase	0.065	-0.381	-0.166	0.166	0.388	0.222	0.005	0.272	-0.021	0.118	0.041	0.200	0.055	0.132	0.056	-0.319
Putida	PP_4767	PP_4767		amino acid exporter for phenylalanine, threonine	0.020	0.041	-0.133	0.043	0.113	0.258	-0.069	0.001	0.021	-0.018	-0.042	0.019	0.046	0.095	-0.121	0.187
Putida	PP_4768	PP_4768		Exonuclease	0.227	-0.354	-0.012	0.271	-0.123	-0.200	0.013	-0.021	-0.037	-0.030	0.279	-0.011	0.502	0.151	0.333	0.130
Putida	PP_4769	PP_4769		conserved protein of unknown function	0.397	0.607	0.049	0.374	0.451	0.198	0.279	-0.352	-0.061	0.301	0.026	0.076	0.174	0.126	0.359	0.028
Putida	PP_4770	PP_4770		conserved protein of unknown function	0.150	0.027	0.071	-0.032	0.213	0.023	-0.112	0.057	-0.056	0.025	-0.037	0.114	-0.384	0.040	-0.340	-0.033
Putida	PP_4771	PP_4771		conserved membrane protein of unknown function	-0.162	0.028	-0.070	-0.407	-0.381	-0.206	-0.344	-0.255	0.036	0.218	-0.229	-0.163	0.023	0.002	-0.092	-0.103
Putida	PP_4772	PP_4772		ATP-dependent helicase HrpB	-0.352	-0.277	0.031	-0.217	-0.031	-0.335	-0.226	-0.243	0.062	-0.071	0.142	-0.063	0.039	0.090	-0.073	0.018
Putida	PP_4773	PP_4773		conserved protein of unknown function	0.066	-0.024	0.144	-0.164	-0.103	-0.101	-0.027	0.136	-0.067	0.043	-0.164	-0.115	0.015	-0.003	0.048	-0.145
Putida	PP_4774	PP_4774		divalent cation efflux transporter	-0.047	0.158	0.056	0.300	0.260	0.039	0.193	0.110	0.388	-0.078	0.139	0.203	0.074	0.092	-0.065	-0.141
Putida	PP_4775	PP_4775		conserved protein of unknown function	-0.095	-0.004	0.117	0.111	0.060	-0.056	0.085	-0.101	-0.049	-0.034	0.044	0.097	0.117	0.145	0.001	0.287
Putida	PP_4776	PP_4776		AsnC family transcriptional regulator	-0.419	-0.162	-0.062	-0.380	0.334	0.608	-0.030	-0.082	-0.313	-0.158	-0.342	-0.223	-0.439	-0.409	-1.349	-0.767
Putida	PP_4778	PP_4778		23S rRNA pseudouridine 2457 synthase	-0.551	0.165	-0.143	-0.362	0.353	-0.631	-0.205	0.128	-0.051	-0.061	0.026	-0.029	-0.144	-0.221	-0.059	0.031
Putida	PP_4779	PP_4779		AMP nucleosidase	-0.094	-0.043	0.072	0.184	0.715	0.685	0.285	0.225	0.214	0.225	-0.224	-0.221	0.042	-0.034	-1.945	-1.996
Putida	PP_4780	PP_4780		putative Acyl-CoA dehydrogenase	-0.209	0.180	0.037	0.029	0.191	-0.044	0.063	-0.050	0.025	0.135	0.042	0.116	0.005	-0.062	0.164	0.054
Putida	PP_4781	PP_4781		Sensor histidine kinase	0.033	0.157	0.118	0.103	0.016	0.159	0.052	0.190	0.054	0.069	-0.021	0.036	0.048	-0.062	0.021	-0.023
Putida	PP_4782	PP_4782		Phosphomethylpyrimidine kinase	0.328	-0.107	-0.308	0.189	-0.329	-0.428	-0.224	-0.211	-0.165	-0.074	-0.548	-0.075	-0.541	-0.391	-0.213	-0.319
Putida	PP_4785	PP_4785		conserved exported protein of unknown function	0.333	0.249	0.031	0.039	-0.383	-0.421	1.049	0.908	0.553	0.864	-0.055	-0.284	-1.120	-0.573	0.043	0.140
Putida	PP_4786	PP_4786		conserved protein of unknown function	0.016	0.392	0.308	0.027	-0.112	0.316	0.388	0.430	0.515	0.440	0.405	0.363	0.178	0.143	0.390	0.309
Putida	PP_4787	PP_4787		putative protein with nucleoside triphosphate hydrolase domain	0.216	-0.032	0.422	0.464	0.718	0.350	0.201	-0.449	-0.863	0.230	0.039	-0.738	-0.332	-0.927	-0.085	-0.043
Putida	PP_4789	PP_4789		heat shock protein, Co2+ and Mg2+ efflux protein	0.079	0.393	0.449	0.455	-0.094	0.049	-0.040	-0.325	0.016	-0.317	0.520	0.250	0.452	0.468	0.602	0.186
Putida	PP_4792	PP_4792		conserved exported protein of unknown function	0.629	0.309	-0.145	0.140	0.244	0.292	-0.085	-0.185	-0.091	-0.241	-0.033	-0.287	-0.283	-0.839	-0.030	0.299
Putida	PP_4793	PP_4793		conserved protein of unknown function	0.986	0.052	0.206	0.239	-1.184	-1.688	-1.118	-0.501	-0.571	-0.942	-0.110	-0.062	-0.214	-0.082	-0.005	-0.253
Putida	PP_4797	PP_4797		conserved protein of unknown function	0.313	-0.500	-0.162	0.059	-0.019	0.315	0.299	0.589	0.285	-0.251	0.257	0.323	0.402	-0.170	0.407	-0.202
Putida	PP_4798	PP_4798		putative Membrane-bound lytic murein transglycosylase	-0.166	-0.072	-0.193	-0.153	-0.085	-0.145	0.248	0.383	-0.130	-0.037	-0.255	-0.231	-0.253	-0.107	-0.431	-0.278
Putida	PP_4799	PP_4799		putative Muramoyltetrapeptide carboxypeptidase	-4.593	-4.802	-5.001	-4.844	-4.797	-4.469	-4.860	-4.830	-3.398	-3.563	-5.653	-5.622	-5.475	-5.195	-5.471	-5.601
Putida	PP_4803	PP_4803		D-alanyl-D-alanine carboxypeptidase	-0.162	0.166	-0.009	-0.092	0.383	0.316	0.360	0.416	0.485	0.375	-0.198	0.042	0.113	0.120	0.240	0.249
Putida	PP_4804	PP_4804		RlpA-like lipoprotein	-0.558	-0.891	-1.084	-1.914	-0.822	-0.661	0.117	0.297	-0.286	-0.120	-0.681	-0.996	0.069	-0.205	0.275	-0.284
Putida	PP_4805	PP_4805		membrane-bound lytic murein transglycosylase B	-0.155	0.121	-0.080	-0.141	-0.107	-0.136	-0.123	-0.128	-0.092	-0.157	0.134	-0.004	0.040	0.288	-0.045	-0.120
Putida	PP_4808	PP_4808		23S rRNA m3psi1915 methyltransferase	0.195	0.589	0.041	-0.279	0.535	0.724	0.134	-0.277	-0.392	-0.166	0.243	0.052	-0.843	-0.021	0.028	0.435
Putida	PP_4811	PP_4811		Gamma-glutamyl phosphate reductase	-0.251	-0.189	-0.017	-0.460	-0.726	-0.745	-0.006	-0.103	0.157	-0.613	-0.010	-0.276	-0.372	-0.326	-0.348	-0.241
Putida	PP_4812	PP_4812		putative 3-methyladenine DNA glycosylase	-0.143	-0.050	-0.127	-0.009	-0.077	-0.060	-0.071	-0.022	-0.022	-0.018	-0.002	-0.008	-0.140	-0.136	-0.032	-0.035
Putida	PP_4813	PP_4813		PAP2 family protein/DedA family protein	0.166	0.028	-0.055	0.044	0.203	0.029	-0.113	-0.025	0.078	-0.357	-0.028	-0.091	-0.037	-0.155	-0.087	-0.069
Putida	PP_4814	PP_4814		ATP-dependent protease La domain protein	0.102	-0.458	-0.533	-0.003	-0.530	-0.446	-0.438	0.212	0.320	-0.665	-0.171	-0.399	-0.008	-1.048	-0.126	0.080
Putida	PP_4815	PP_4815		putative Membrane protein	-0.217	-0.129	0.135	-0.155	-0.022	0.115	-0.113	-0.382	-0.174	-0.120	-0.079	-0.012	-0.500	-0.119	-0.042	-0.032
Putida	PP_4816	PP_4816		conserved protein of unknown function	0.357	0.150	0.155	0.236	0.373	0.283	0.292	-0.003	0.340	0.158	0.276	0.094	-0.029	0.317	0.087	0.138
Putida	PP_4817	PP_4817		MaoC domain protein	-0.575	0.094	-0.346	-0.922	-0.230	-0.243	0.036	-0.326	-0.291	-0.289	0.229	-0.276	-0.613	0.073	-0.145	-0.425
Putida	PP_4818	PP_4818		ribosomal protein L11 methyltransferase	-0.276	-0.322	-0.085	-0.125	-0.075	0.020	-0.421	-0.211	-0.171	-0.164	-0.265	-0.153	0.267	-0.046	0.345	-0.001
Putida	PP_4819	PP_4819		conserved protein of unknown function	-0.104	-0.141	-0.062	-0.010	-0.358	-0.367	-0.066	0.090	-0.213	-0.499	0.149	0.078	0.409	0.198	0.354	0.067
Putida	PP_4820	PP_4820		tRNA-dihydrouridine synthase B	0.279	-0.055	0.194	0.052	-0.448	-0.366	-0.252	-0.091	0.130	0.101	0.361	0.265	0.635	0.835	0.001	0.375
Putida	PP_4824	PP_4824		Sensor histidine kinase/response regulator	-0.750	-0.704	-0.557	-1.069	-3.295	-2.690	-0.653	-0.817	-0.600	-0.541	-0.193	-0.329	-1.062	-1.021	-0.358	-0.337
Putida	PP_4825	PP_4825		Membrane protein, MarC family	-0.131	0.109	-0.057	-0.034	-0.063	0.013	-0.078	0.034	0.059	0.018	0.116	0.074	-0.060	0.050	0.084	-0.024
Putida	PP_4826	PP_4826		Precorrin-3B C17-methyltransferase	0.129	0.166	0.182	0.242	0.053	-0.165	-0.091	-0.105	0.042	-0.192	-0.067	-0.004	-0.555	-0.271	0.157	0.128
Putida	PP_4827	PP_4827		Precorrin-2 C(20)-methyltransferase	-0.041	-0.101	0.027	-0.106	-0.006	0.133	-0.224	-0.048	-0.085	-0.137	-0.226	-0.007	0.111	-0.265	0.100	0.075
Putida	PP_4828	PP_4828		Precorrin-8X methylmutase	0.426	-0.736	0.369	0.235	-0.729	0.519	0.331	-0.309	0.488	0.602	0.071	0.457	-0.057	-0.656	-1.659	0.109
Putida	PP_4829	PP_4829		putative precorrin-3B synthase	-0.423	0.194	-0.124	0.298	-0.248	0.234	-0.015	-0.246	0.040	-0.656	-0.420	-0.277	-0.071	-0.633	-0.363	0.063
Putida	PP_4830	PP_4830		precorrin-6Y C(5,15)-methyltransferase	-0.179	-0.243	-0.344	-0.073	-0.238	0.059	-0.230	-0.236	0.009	-0.250	0.031	0.176	-0.393	0.052	0.107	0.009
Putida	PP_4831	PP_4831		putative cobalt-precorrin-6A synthase	-0.263	0.021	0.048	0.054	-0.319	-0.187	-0.013	0.063	-0.096	-0.080	-0.243	0.059	-0.381	-0.217	-0.051	-0.156
Putida	PP_4832	PP_4832		Precorrin-6x reductase	-0.280	0.150	-0.306	0.354	0.102	0.111	0.135	-0.032	0.046	-0.145	-0.256	-0.161	-0.381	-0.736	0.031	0.021
Putida	PP_4833	PP_4833		SURF1 domain protein	0.106	0.200	-0.263	0.219	-0.143	0.113	0.046	0.237	-0.065	0.108	-0.223	0.005	0.229	0.141	0.258	-0.268
Putida	PP_4834	PP_4834		SPFH domain/Band 7 family protein	-0.013	0.044	0.101	-0.003	0.123	0.138	-0.084	-0.186	0.043	-0.032	0.057	0.080	-0.187	-0.140	0.053	0.036
Putida	PP_4835	PP_4835		conserved exported protein of unknown function	-0.206	-0.321	-0.431	-0.063	-0.186	-0.487	-0.248	-0.235	0.028	0.373	-0.415	-0.286	0.147	-0.361	-0.041	-0.241
Putida	PP_4836	PP_4836		conserved exported protein of unknown function	0.167	-0.143	-0.196	0.270	0.012	-0.109	0.047	0.061	0.438	0.346	0.102	0.313	-0.238	-0.436	0.092	0.025
Putida	PP_4837	PP_4837		conserved protein of unknown function	0.163	-0.001	-0.576	-0.449	-0.365	0.042	-0.427	-0.098	-0.139	-0.243	-0.594	0.132	0.080	-0.166	-0.405	0.244
Putida	PP_4838	PP_4838		Outer membrane copper receptor OprC	0.024	0.083	-0.076	-0.157	0.086	0.080	0.063	-0.003	-0.067	0.054	-0.027	0.215	0.063	0.005	0.003	-0.016
Putida	PP_4839	PP_4839		putative iron-regulated membrane protein	0.033	-0.124	-0.172	0.016	-0.021	-0.141	-0.110	-0.135	-0.128	-0.047	-0.059	-0.007	0.064	-0.218	0.136	-0.093
Putida	PP_4840	PP_4840		D-alanine, beta-alanine, D-serine, glycine permease	-0.155	-0.002	-0.149	-0.247	-0.051	0.007	0.001	-0.309	-0.159	-0.228	0.039	0.119	0.145	0.112	0.008	0.197
Putida	PP_4841	PP_4841		putative Urea ABC transporter, periplasmic protein	0.145	0.036	-0.113	0.060	0.031	0.147	0.175	0.082	0.092	0.293	-0.140	0.085	-0.080	-0.139	0.090	0.184
Putida	PP_4842	PP_4842		putative Urea ABC transporter	-0.202	-0.127	-0.277	-0.250	0.015	-0.014	-0.448	0.012	-0.232	0.019	-0.006	0.108	0.131	0.089	-0.073	-0.103
Putida	PP_4843	PP_4843		putative Urea ABC transporter, permease protein	0.290	0.184	-0.314	0.295	-0.162	0.088	-0.007	0.215	0.025	0.322	0.026	0.195	0.290	0.076	0.224	0.225
Putida	PP_4844	PP_4844		putative Urea ABC transporter, ATP-binding protein	-0.209	-0.610	-0.286	-0.152	-0.409	0.021	-0.169	0.075	0.046	-0.030	-0.182	-0.565	0.106	-0.000	0.068	-0.047
Putida	PP_4845	PP_4845		putative Urea ABC transporter, ATP-binding protein	-0.084	-0.554	-0.198	-0.485	-0.650	-0.128	-0.134	-0.072	-0.339	-0.217	-0.315	-0.301	-0.050	-0.026	0.057	-0.196
Putida	PP_4846	PP_4846		L-amino acid N-acyltransferase	0.087	-0.056	-0.051	-0.398	0.225	0.089	0.155	-0.171	0.071	-0.047	0.080	0.328	0.057	0.047	0.258	0.006
Putida	PP_4847	PP_4847		chaperone modulatory of CbpA co-chaperone protein	0.014	0.115	-0.326	0.367	0.047	0.194	-0.052	-1.093	0.033	-0.617	-0.022	0.119	-0.150	-0.197	0.083	0.442
Putida	PP_4848	PP_4848		Curved DNA-binding protein	0.563	0.149	0.172	0.421	0.562	-0.748	0.290	0.445	0.410	0.376	-0.173	-0.216	0.056	-0.004	-0.101	-0.004
Putida	PP_4849	PP_4849		putative DnaK protein	0.148	0.092	0.226	-0.013	0.034	0.036	-0.031	0.147	0.081	0.174	0.123	0.100	0.106	0.183	-0.029	-0.005
Putida	PP_4850	PP_4850		conserved membrane protein of unknown function	0.147	-0.123	0.054	-0.142	-0.087	0.269	0.034	0.155	0.170	0.394	-0.163	0.122	-0.566	-0.766	-0.395	-0.378
Putida	PP_4852	PP_4852		Transcriptional regulator, AraC family	0.102	0.141	0.134	0.246	0.007	0.156	-0.151	0.214	0.030	0.024	-0.281	-0.107	0.174	0.100	-0.073	-0.050
Putida	PP_4853	PP_4853		putative permease of the drug/metabolite transporter (DMT) superfamily	-0.041	0.042	-0.056	0.116	0.007	-0.139	-0.190	-0.126	-0.060	-0.105	-0.083	0.053	-0.021	0.111	0.074	0.142
Putida	PP_4854	PP_4854		Lipase	0.028	0.038	0.074	0.018	0.243	0.141	-0.002	-0.175	0.157	0.011	0.153	-0.045	0.150	-0.084	-0.248	-0.073
Putida	PP_4855	PP_4855		Osmotically-inducible lipoprotein OsmE	0.107	0.236	0.024	-0.098	-0.159	0.341	0.039	0.189	0.099	0.115	-0.108	0.181	0.098	0.299	0.064	0.164
Putida	PP_4856	PP_4856		Ferritin, Dps family protein	-0.243	-0.163	0.162	-0.139	-0.221	-0.079	-0.271	-0.074	-0.004	0.079	0.294	0.021	0.365	0.013	0.195	-0.029
Putida	PP_4857	PP_4857		uncharacterized protein YhjG	0.038	0.047	0.005	-0.011	0.081	-0.119	0.067	0.080	0.088	0.001	-0.045	0.041	-0.071	-0.083	0.040	0.036
Putida	PP_4859	PP_4859		Transcriptional regulator, TetR family	0.326	0.245	-0.030	0.311	0.407	0.099	0.612	0.230	0.511	0.207	0.197	0.292	0.113	-0.115	0.093	0.347
Putida	PP_4860	PP_4860		putative Mannose-6-phosphate isomerase	-0.065	-0.148	-0.007	-0.099	0.146	-0.052	-0.464	-0.601	-0.131	-0.220	0.140	0.193	-0.243	-0.261	-0.185	-0.166
Putida	PP_4861	PP_4861		conserved protein of unknown function	-0.265	0.095	0.005	-0.118	-0.227	-0.289	-0.390	-0.442	0.123	0.104	0.021	-0.251	0.660	0.387	-0.299	-0.226
Putida	PP_4862	PP_4862		3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase	0.136	0.088	-0.015	0.122	0.310	0.040	0.117	0.134	0.224	-0.079	0.100	0.096	0.039	0.238	-0.014	0.205
Putida	PP_4863	PP_4863		high-affinity branched-chain amino acid transporter, ATP-binding	-0.094	0.083	-0.083	-0.075	-0.037	-0.176	0.073	0.001	-0.068	-0.144	0.021	-0.127	-0.028	-0.023	-0.117	0.076
Putida	PP_4864	PP_4864		High-affinity branched-chain amino acid transport ATP-binding protein BraF	-0.111	-0.127	-0.053	-0.172	0.021	0.020	0.094	0.062	-0.001	0.030	-0.149	-0.107	-0.028	0.045	-0.023	-0.032
Putida	PP_4865	PP_4865		High-affinity branched-chain amino acid transport system permease protein BraE	0.041	-0.043	0.029	-0.090	0.191	-0.021	0.265	0.193	-0.129	-0.022	0.022	0.036	0.106	-0.013	0.149	0.077
Putida	PP_4866	PP_4866		High-affinity branched-chain amino acid transport system permease protein BraD	-0.117	-0.051	-0.101	-0.240	-0.032	0.061	-0.066	-0.115	-0.092	-0.055	0.017	-0.031	0.056	0.127	0.143	0.097
Putida	PP_4867	PP_4867		branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (braC-like)	-0.037	0.143	0.060	-0.080	0.191	-0.027	0.136	0.032	0.054	-0.020	0.176	0.203	0.088	-0.245	0.060	0.202
Putida	PP_4868	PP_4868		Nicotinate phosphoribosyltransferase	0.060	-0.113	-0.260	-0.255	-0.254	-0.116	0.023	0.041	-0.120	-0.069	-0.035	0.148	0.021	-0.053	-0.292	-0.026
Putida	PP_4870	PP_4870		Azurin	0.598	0.221	-0.208	0.168	0.525	-0.106	0.473	0.278	0.026	0.509	-0.215	-0.309	-0.342	-0.348	-0.544	0.045
Putida	PP_4871	PP_4871		putative lysine decarboxylase family protein	-0.427	0.024	-0.050	0.319	-0.924	-0.080	0.065	-0.733	0.080	0.135	-0.245	0.113	0.239	0.562	0.180	0.101
Putida	PP_4872	PP_4872		putative enzyme of unknown function	0.214	0.031	0.119	0.088	-0.011	0.005	-0.087	-0.002	0.113	0.069	0.011	0.142	0.114	0.014	0.230	0.101
Putida	PP_4875	PP_4875		conserved membrane protein of unknown function	0.012	-0.416	0.081	-0.448	0.439	0.548	0.071	-0.058	-0.018	0.010	-0.030	-0.060	-0.314	-0.436	-0.110	0.105
Putida	PP_4879	PP_4879		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	-0.489	-0.276	-0.069	-0.242	-0.152	-0.142	-0.025	-0.342	-0.444	0.144	-0.467	-0.051	-0.110	-0.557	-0.369	-0.492
Putida	PP_4880	PP_4880		exoribonuclease R	-0.339	-0.475	-0.439	-0.358	-1.134	-1.301	-0.743	-0.930	-0.577	-0.472	-0.218	-0.369	-2.162	-1.647	-1.238	-1.127
Putida	PP_4881	PP_4881		putative Iron ABC transporter, periplasmic iron-binding protein	0.120	-0.088	0.168	0.047	0.067	0.115	-0.073	-0.063	-0.037	0.119	0.111	0.175	0.281	0.123	0.133	0.126
Putida	PP_4882	PP_4882		Iron ABC transporter, permease protein	-0.042	-0.049	0.014	0.024	0.157	0.206	0.052	0.141	-0.003	0.022	0.171	0.077	0.096	0.109	0.076	0.066
Putida	PP_4885	PP_4885		conserved protein of unknown function	0.150	-0.043	0.106	-0.035	0.010	-0.028	0.071	-0.001	0.169	0.113	0.084	0.046	0.018	-0.072	-0.033	0.106
Putida	PP_4886	PP_4886		conserved protein of unknown function	0.162	0.170	0.190	0.206	0.015	0.191	-0.035	0.206	-0.024	0.050	0.233	0.054	0.061	0.067	0.053	-0.055
Putida	PP_4887	PP_4887		conserved protein of unknown function	0.152	-0.157	-0.014	-0.047	-0.371	0.023	-0.102	0.116	-0.151	-0.037	0.129	-0.090	-0.012	0.088	-0.005	0.049
Putida	PP_4888	PP_4888		putative methyl-accepting chemotaxis transducer	-0.383	0.146	-0.270	0.067	0.051	-0.122	-0.103	-0.137	-0.149	-0.063	0.110	0.019	0.200	-0.126	-0.120	-0.053
Putida	PP_4890	PP_4890		ATP phosphoribosyltransferase regulatory subunit	-5.049	-4.572	-5.781	-4.071	-4.683	-4.029	-4.319	-5.078	-3.463	-3.329	-5.030	-3.936	-4.914	-3.903	-5.787	-5.142
Putida	PP_4891	PP_4891		integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex	0.022	-0.030	-0.277	-0.306	-0.498	-0.342	-0.597	-0.750	-0.368	-0.440	0.038	0.011	-0.863	-0.583	0.241	-0.049
Putida	PP_4892	PP_4892		integral membrane ATP-dependent zinc metallopeptidase / HflK-HflC complex	0.302	0.056	0.168	0.079	-0.216	-0.657	-0.567	-0.443	-0.266	-0.138	0.125	-0.112	-0.203	-0.224	-0.002	0.102
Putida	PP_4893	PP_4893		GTPase HflX	0.012	-0.183	-0.112	-0.108	0.821	0.758	-0.128	-0.224	-0.226	-0.189	0.053	-0.001	0.115	0.201	-0.240	-0.145
Putida	PP_4895	PP_4895		tRNA dimethylallyltransferase	-0.012	-0.796	-0.975	-0.630	-2.323	-2.209	-0.249	0.664	-0.156	0.198	-0.407	-0.504	-1.860	-2.481	-0.080	-0.751
Putida	PP_4896	PP_4896		DNA mismatch repair protein MutL	-0.112	-0.021	0.083	-0.189	0.198	0.140	0.168	0.038	0.011	-0.316	-0.220	-0.409	-0.347	-0.366	-0.161	-0.378
Putida	PP_4897	PP_4897		N-acetylmuramoyl-L-alanine amidase	-0.202	0.066	0.133	0.143	0.080	-0.069	0.303	0.255	0.277	0.201	0.135	0.020	-0.227	-0.430	0.040	0.223
Putida	PP_4899	PP_4899		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	0.345	0.067	0.075	0.105	-0.131	0.253	0.157	0.152	-0.089	0.076	0.216	0.061	0.093	0.019	0.258	-0.107
Putida	PP_4900	PP_4900		epoxyqueuosine reductase	0.178	0.349	0.060	-0.023	0.365	0.471	0.167	0.164	0.285	0.231	-0.061	-0.105	-0.323	-0.181	0.093	-0.028
Putida	PP_4901	PP_4901		conserved inner membrane protein	-0.086	0.140	-0.009	-0.029	0.024	-0.103	-0.074	0.047	0.062	0.167	0.085	0.120	-0.111	-0.147	-0.203	-0.269
Putida	PP_4902	PP_4902		Oligoribonuclease	-0.842	-1.256	-0.675	-1.023	-1.103	-0.993	-0.503	0.217	0.305	0.101	-1.365	-0.399	-3.278	-3.560	-0.678	-1.684
Putida	PP_4904	PP_4904		Flagellar motor rotation protein	0.515	0.139	0.311	0.428	0.727	0.957	0.609	0.543	0.543	0.470	0.290	0.151	0.127	0.184	0.184	0.184
Putida	PP_4905	PP_4905		Flagellar motor rotation protein	0.220	0.384	0.564	0.230	0.595	0.799	0.380	0.432	0.283	0.533	0.413	0.250	0.201	0.284	0.259	0.171
Putida	PP_4906	PP_4906		conserved protein of unknown function	-0.076	-0.136	-0.176	0.002	0.026	0.021	-0.132	0.125	-0.013	-0.116	0.174	-0.119	0.089	-0.091	0.001	-0.187
Putida	PP_4907	PP_4907		Thiosulfate sulfurtransferase	-0.226	0.091	0.072	0.040	1.529	1.588	-0.084	-0.123	-0.100	-0.089	-0.416	-0.413	0.007	-0.387	-0.329	-0.366
Putida	PP_4909	PP_4909		phosphoserine phosphatase	-4.329	-4.625	-4.546	-5.425	-4.703	-3.613	-4.519	-4.175	-2.562	-3.380	-5.057	-5.605	-5.841	-5.001	-5.261	-5.380
Putida	PP_4910	PP_4910		conserved protein of unknown function	0.363	0.442	-0.063	-0.738	0.472	0.316	-0.457	-0.210	-0.188	-0.183	0.139	0.483	-0.112	0.291	-0.414	0.270
Putida	PP_4911	PP_4911		conserved protein of unknown function	-0.048	-0.051	0.288	-0.001	-0.017	-0.169	0.217	-0.213	0.084	-0.196	0.392	0.023	0.075	0.178	0.225	0.188
Putida	PP_4913	PP_4913		conserved protein of unknown function	-0.033	0.169	0.135	-0.152	0.171	-0.361	0.161	-0.458	-0.264	0.101	0.028	0.197	-0.212	0.257	0.130	-0.041
Putida	PP_4914	PP_4914		putative phytase-like protein	0.367	-0.059	0.123	0.232	0.164	-0.099	0.175	0.323	0.043	0.211	-0.354	-0.233	0.003	0.040	-0.040	-0.190
Putida	PP_4916	PP_4916		putative esterase	-0.156	0.133	-0.025	0.077	-0.075	-0.292	0.006	0.099	0.056	-0.402	0.020	0.170	-0.055	-0.039	0.061	0.207
